id_venda,data_venda,id_cliente,id_produto,id_vendedor,quantidade,preco_unitario,desconto_pct,valor_total,custo_total,lucro_total,margem_lucro_pct,canal_venda
10905,2023-12-26,117,1010,3,10,420.0,0.15,3570.0,2400.0,1170.0,32.77,Venda Direta / B2B
10906,2024-05-14,40,1006,3,4,650.0,0.0,2600.0,1560.0,1040.0,40.0,Venda Direta / B2B
10907,2025-11-02,113,1005,5,2,850.0,0.0,1700.0,1040.0,660.0,38.82,Website
10908,2024-12-01,82,1002,6,1,2200.0,0.1,1980.0,1450.0,530.0,26.77,E-commerce
10909,2024-11-17,137,1006,5,2,650.0,0.1,1170.0,780.0,390.0,33.33,Venda Direta / B2B
10910,2025-07-26,118,1005,6,3,850.0,0.15,2167.5,1560.0,607.5,28.03,Venda Direta / B2B
10911,2025-09-21,76,1011,8,15,12000.0,0.15,153000.0,60000.0,93000.0,60.78,Venda Direta / B2B
10912,2025-02-02,87,1015,2,12,32.0,0.0,384.0,216.0,168.0,43.75,Venda Direta / B2B
10913,2023-12-15,30,1018,5,1,95.0,0.15,80.75,45.0,35.75,44.27,Venda Direta / B2B
10914,2025-05-13,92,1015,2,6,32.0,0.15,163.2,108.0,55.2,33.82,Venda Direta / B2B
10915,2025-01-18,57,1017,5,1,45.0,0.0,45.0,15.0,30.0,66.67,Website
10916,2024-11-16,23,1015,7,4,32.0,0.05,121.6,72.0,49.6,40.79,Venda Direta / B2B
10917,2024-12-26,15,1017,6,7,45.0,0.1,283.5,105.0,178.5,62.96,Venda Direta / B2B
10918,2024-07-22,4,1012,5,6,150.0,0.05,855.0,240.0,615.0,71.93,Venda Direta / B2B
10919,2025-09-25,23,1018,4,12,95.0,0.1,1026.0,540.0,486.0,47.37,Venda Direta / B2B
10920,2025-04-19,42,1010,7,3,420.0,0.0,1260.0,720.0,540.0,42.86,E-commerce
10921,2025-05-10,37,1003,4,5,350.0,0.15,1487.5,900.0,587.5,39.5,Venda Direta / B2B
10922,2025-10-13,97,1003,2,1,350.0,0.05,332.5,180.0,152.5,45.86,E-commerce
10923,2024-08-24,119,1018,3,1,95.0,0.1,85.5,45.0,40.5,47.37,Website
10924,2024-05-17,11,1016,5,3,280.0,0.1,756.0,450.0,306.0,40.48,E-commerce
10925,2024-11-29,58,1015,1,13,32.0,0.0,416.0,234.0,182.0,43.75,Venda Direta / B2B
10926,2024-04-23,32,1016,5,7,280.0,0.1,1764.0,1050.0,714.0,40.48,Venda Direta / B2B
10927,2025-07-03,8,1008,2,2,2800.0,0.0,5600.0,3600.0,2000.0,35.71,E-commerce
10928,2024-12-24,149,1012,8,3,150.0,0.05,427.5,120.0,307.5,71.93,E-commerce
10929,2025-01-10,31,1016,6,3,280.0,0.05,798.0,450.0,348.0,43.61,Website
10930,2024-01-13,38,1002,6,8,2200.0,0.0,17600.0,11600.0,6000.0,34.09,Website
10931,2024-07-12,70,1002,6,2,2200.0,0.0,4400.0,2900.0,1500.0,34.09,E-commerce
10932,2024-05-18,20,1017,4,13,45.0,0.0,585.0,195.0,390.0,66.67,Website
10933,2025-03-28,140,1006,6,14,650.0,0.05,8645.0,5460.0,3185.0,36.84,Venda Direta / B2B
10934,2024-05-01,25,1012,6,14,150.0,0.0,2100.0,560.0,1540.0,73.33,Venda Direta / B2B
10935,2023-12-12,96,1010,8,7,420.0,0.0,2940.0,1680.0,1260.0,42.86,Venda Direta / B2B
10936,2023-10-27,129,1005,4,1,850.0,0.1,765.0,520.0,245.0,32.03,Website
10937,2024-09-26,30,1003,3,15,350.0,0.1,4725.0,2700.0,2025.0,42.86,Venda Direta / B2B
10938,2024-07-05,36,1012,8,15,150.0,0.15,1912.5,600.0,1312.5,68.63,Website
10939,2025-03-27,45,1011,5,1,12000.0,0.0,12000.0,4000.0,8000.0,66.67,Website
10940,2023-12-02,59,1005,5,3,850.0,0.0,2550.0,1560.0,990.0,38.82,Venda Direta / B2B
10941,2025-10-01,29,1014,2,1,280.0,0.1,252.0,90.0,162.0,64.29,Venda Direta / B2B
10942,2023-07-12,9,1004,1,8,220.0,0.05,1672.0,880.0,792.0,47.37,Venda Direta / B2B
10943,2023-07-14,3,1010,2,1,420.0,0.15,357.0,240.0,117.0,32.77,Website
10944,2025-06-28,90,1006,1,2,650.0,0.05,1235.0,780.0,455.0,36.84,Venda Direta / B2B
10945,2025-08-14,91,1012,3,3,150.0,0.15,382.5,120.0,262.5,68.63,Website
10946,2024-12-06,149,1004,1,3,220.0,0.0,660.0,330.0,330.0,50.0,Website
10947,2025-09-04,138,1006,1,12,650.0,0.0,7800.0,4680.0,3120.0,40.0,Venda Direta / B2B
10948,2025-07-15,94,1016,3,8,280.0,0.0,2240.0,1200.0,1040.0,46.43,Website
10949,2024-02-02,98,1012,7,4,150.0,0.0,600.0,160.0,440.0,73.33,Website
10950,2024-08-19,32,1011,8,2,12000.0,0.0,24000.0,8000.0,16000.0,66.67,Website
10951,2024-10-19,74,1012,1,1,150.0,0.1,135.0,40.0,95.0,70.37,E-commerce
10952,2023-11-14,117,1010,5,11,420.0,0.0,4620.0,2640.0,1980.0,42.86,Venda Direta / B2B
10953,2024-11-26,110,1010,4,14,420.0,0.1,5292.0,3360.0,1932.0,36.51,Venda Direta / B2B
10954,2025-08-03,46,1012,1,11,150.0,0.0,1650.0,440.0,1210.0,73.33,Venda Direta / B2B
10955,2024-08-11,22,1017,2,3,45.0,0.1,121.5,45.0,76.5,62.96,Venda Direta / B2B
10956,2025-02-18,44,1004,2,2,220.0,0.05,418.0,220.0,198.0,47.37,Website
10957,2024-02-23,32,1013,4,14,300.0,0.1,3780.0,1120.0,2660.0,70.37,Venda Direta / B2B
10958,2024-05-08,103,1009,6,8,550.0,0.15,3740.0,2560.0,1180.0,31.55,Website
10959,2025-08-16,131,1016,5,3,280.0,0.0,840.0,450.0,390.0,46.43,Venda Direta / B2B
10960,2023-11-23,128,1016,4,11,280.0,0.0,3080.0,1650.0,1430.0,46.43,Venda Direta / B2B
10961,2023-10-22,18,1002,8,3,2200.0,0.0,6600.0,4350.0,2250.0,34.09,Website
10962,2024-08-01,40,1011,5,10,12000.0,0.0,120000.0,40000.0,80000.0,66.67,Website
10963,2025-03-25,127,1017,8,1,45.0,0.1,40.5,15.0,25.5,62.96,E-commerce
10964,2024-10-16,139,1009,6,13,550.0,0.15,6077.5,4160.0,1917.5,31.55,Website
10965,2023-05-05,111,1002,2,2,2200.0,0.05,4180.0,2900.0,1280.0,30.62,E-commerce
10966,2025-05-22,118,1015,1,1,32.0,0.15,27.2,18.0,9.2,33.82,Venda Direta / B2B
10967,2025-01-28,43,1010,8,2,420.0,0.05,798.0,480.0,318.0,39.85,Website
10968,2025-03-01,29,1016,8,11,280.0,0.15,2618.0,1650.0,968.0,36.97,Website
10969,2024-12-07,144,1016,3,9,280.0,0.1,2268.0,1350.0,918.0,40.48,Venda Direta / B2B
10970,2024-04-24,91,1013,5,2,300.0,0.0,600.0,160.0,440.0,73.33,Website
10971,2024-12-19,94,1005,6,13,850.0,0.15,9392.5,6760.0,2632.5,28.03,Website
10972,2023-06-03,98,1011,2,7,12000.0,0.05,79800.0,28000.0,51800.0,64.91,Venda Direta / B2B
10973,2024-08-22,63,1002,4,4,2200.0,0.05,8360.0,5800.0,2560.0,30.62,Website
10974,2024-12-20,79,1003,2,2,350.0,0.0,700.0,360.0,340.0,48.57,Website
10975,2024-11-16,118,1002,7,10,2200.0,0.1,19800.0,14500.0,5300.0,26.77,Website
10976,2024-04-27,6,1016,6,7,280.0,0.1,1764.0,1050.0,714.0,40.48,Website
10977,2024-06-14,126,1004,2,12,220.0,0.0,2640.0,1320.0,1320.0,50.0,Website
10978,2024-06-25,87,1017,3,10,45.0,0.05,427.5,150.0,277.5,64.91,Venda Direta / B2B
10979,2025-09-11,128,1007,2,14,1200.0,0.0,16800.0,10500.0,6300.0,37.5,Website
10980,2024-05-15,77,1002,7,13,2200.0,0.15,24310.0,18850.0,5460.0,22.46,Venda Direta / B2B
10981,2025-03-16,149,1003,2,3,350.0,0.05,997.5,540.0,457.5,45.86,E-commerce
10982,2023-08-31,122,1017,7,4,45.0,0.0,180.0,60.0,120.0,66.67,Venda Direta / B2B
10983,2025-01-24,130,1010,5,7,420.0,0.15,2499.0,1680.0,819.0,32.77,Website
10984,2024-06-07,103,1014,5,10,280.0,0.1,2520.0,900.0,1620.0,64.29,Website
10985,2025-02-04,47,1018,1,3,95.0,0.15,242.25,135.0,107.25,44.27,Website
10986,2024-10-22,69,1015,7,15,32.0,0.0,480.0,270.0,210.0,43.75,Website
10987,2024-11-06,119,1012,3,1,150.0,0.05,142.5,40.0,102.5,71.93,Website
10988,2025-05-15,82,1014,2,3,280.0,0.1,756.0,270.0,486.0,64.29,Website
10989,2024-04-27,42,1010,5,3,420.0,0.1,1134.0,720.0,414.0,36.51,Website
10990,2024-04-01,50,1005,1,4,850.0,0.1,3060.0,2080.0,980.0,32.03,Venda Direta / B2B
10991,2024-10-13,109,1014,1,1,280.0,0.05,266.0,90.0,176.0,66.17,Website
10992,2023-12-12,72,1009,3,11,550.0,0.1,5445.0,3520.0,1925.0,35.35,Venda Direta / B2B
10993,2025-04-07,22,1002,6,10,2200.0,0.0,22000.0,14500.0,7500.0,34.09,Venda Direta / B2B
10994,2025-06-27,94,1014,2,7,280.0,0.0,1960.0,630.0,1330.0,67.86,Website
10995,2024-03-29,31,1017,5,2,45.0,0.0,90.0,30.0,60.0,66.67,Website
10996,2024-12-24,85,1011,7,13,12000.0,0.0,156000.0,52000.0,104000.0,66.67,Website
10997,2025-07-30,37,1007,2,3,1200.0,0.05,3420.0,2250.0,1170.0,34.21,Venda Direta / B2B
10998,2024-09-11,15,1009,8,9,550.0,0.0,4950.0,2880.0,2070.0,41.82,Venda Direta / B2B
10999,2024-06-09,122,1014,4,5,280.0,0.05,1330.0,450.0,880.0,66.17,Venda Direta / B2B
11000,2024-10-06,79,1012,1,3,150.0,0.0,450.0,120.0,330.0,73.33,Website
11001,2025-02-15,65,1008,7,5,2800.0,0.05,13300.0,9000.0,4300.0,32.33,Website
11002,2025-06-30,137,1004,4,14,220.0,0.1,2772.0,1540.0,1232.0,44.44,Venda Direta / B2B
11003,2023-03-24,66,1013,5,2,300.0,0.05,570.0,160.0,410.0,71.93,Venda Direta / B2B
11004,2024-03-04,113,1006,6,3,650.0,0.0,1950.0,1170.0,780.0,40.0,E-commerce
11005,2024-05-04,126,1003,8,12,350.0,0.05,3990.0,2160.0,1830.0,45.86,Venda Direta / B2B
11006,2025-03-02,42,1004,5,3,220.0,0.05,627.0,330.0,297.0,47.37,Website
11007,2024-08-29,84,1018,8,12,95.0,0.0,1140.0,540.0,600.0,52.63,Venda Direta / B2B
11008,2025-01-18,114,1006,3,1,650.0,0.0,650.0,390.0,260.0,40.0,Venda Direta / B2B
11009,2025-01-10,148,1011,2,2,12000.0,0.0,24000.0,8000.0,16000.0,66.67,Venda Direta / B2B
11010,2024-11-02,106,1005,6,2,850.0,0.0,1700.0,1040.0,660.0,38.82,E-commerce
11011,2024-04-22,73,1011,4,1,12000.0,0.05,11400.0,4000.0,7400.0,64.91,E-commerce
11012,2024-02-03,147,1013,4,1,300.0,0.15,255.0,80.0,175.0,68.63,Venda Direta / B2B
11013,2025-01-21,23,1008,8,4,2800.0,0.0,11200.0,7200.0,4000.0,35.71,Venda Direta / B2B
11014,2023-07-28,67,1014,3,2,280.0,0.0,560.0,180.0,380.0,67.86,Venda Direta / B2B
11015,2025-08-13,4,1004,7,13,220.0,0.1,2574.0,1430.0,1144.0,44.44,Venda Direta / B2B
11016,2023-11-18,49,1007,5,2,1200.0,0.1,2160.0,1500.0,660.0,30.56,E-commerce
11017,2023-12-04,56,1007,5,12,1200.0,0.0,14400.0,9000.0,5400.0,37.5,Website
11018,2024-08-27,38,1014,1,5,280.0,0.0,1400.0,450.0,950.0,67.86,Venda Direta / B2B
11019,2025-01-04,95,1008,8,2,2800.0,0.1,5040.0,3600.0,1440.0,28.57,Venda Direta / B2B
11020,2023-12-08,102,1011,4,12,12000.0,0.1,129600.0,48000.0,81600.0,62.96,Venda Direta / B2B
11021,2025-03-12,19,1009,2,3,550.0,0.0,1650.0,960.0,690.0,41.82,Website
11022,2024-06-23,121,1008,6,3,2800.0,0.0,8400.0,5400.0,3000.0,35.71,Website
11023,2024-04-15,78,1013,7,11,300.0,0.0,3300.0,880.0,2420.0,73.33,Venda Direta / B2B
11024,2025-09-09,11,1018,3,2,95.0,0.15,161.5,90.0,71.5,44.27,Website
11025,2024-10-18,120,1011,3,2,12000.0,0.15,20400.0,8000.0,12400.0,60.78,Venda Direta / B2B
11026,2024-09-06,30,1009,6,1,550.0,0.1,495.0,320.0,175.0,35.35,Venda Direta / B2B
11027,2025-06-04,93,1009,7,5,550.0,0.15,2337.5,1600.0,737.5,31.55,Venda Direta / B2B
11028,2025-05-06,133,1009,6,7,550.0,0.05,3657.5,2240.0,1417.5,38.76,Venda Direta / B2B
11029,2025-03-13,39,1016,8,1,280.0,0.0,280.0,150.0,130.0,46.43,Venda Direta / B2B
11030,2023-08-07,10,1006,8,5,650.0,0.1,2925.0,1950.0,975.0,33.33,Venda Direta / B2B
11031,2024-09-09,11,1016,8,2,280.0,0.1,504.0,300.0,204.0,40.48,E-commerce
11032,2024-10-18,32,1005,6,2,850.0,0.05,1615.0,1040.0,575.0,35.6,Venda Direta / B2B
11033,2024-02-02,131,1006,5,10,650.0,0.15,5525.0,3900.0,1625.0,29.41,Website
11034,2024-03-06,135,1001,3,7,4500.0,0.0,31500.0,21700.0,9800.0,31.11,Venda Direta / B2B
11035,2025-03-30,85,1004,1,5,220.0,0.0,1100.0,550.0,550.0,50.0,Website
11036,2024-08-09,83,1004,3,1,220.0,0.1,198.0,110.0,88.0,44.44,Venda Direta / B2B
11037,2025-05-07,117,1016,5,10,280.0,0.0,2800.0,1500.0,1300.0,46.43,Website
11038,2024-06-20,116,1002,6,12,2200.0,0.15,22440.0,17400.0,5040.0,22.46,Website
11039,2023-12-03,73,1002,6,1,2200.0,0.15,1870.0,1450.0,420.0,22.46,Website
11040,2025-08-18,24,1013,7,2,300.0,0.0,600.0,160.0,440.0,73.33,Website
11041,2025-09-05,23,1013,1,14,300.0,0.0,4200.0,1120.0,3080.0,73.33,Venda Direta / B2B
11042,2024-08-05,73,1013,3,1,300.0,0.1,270.0,80.0,190.0,70.37,E-commerce
11043,2025-04-18,34,1010,6,11,420.0,0.05,4389.0,2640.0,1749.0,39.85,Venda Direta / B2B
11044,2024-10-31,115,1016,7,8,280.0,0.15,1904.0,1200.0,704.0,36.97,Venda Direta / B2B
11045,2024-12-25,109,1003,6,3,350.0,0.1,945.0,540.0,405.0,42.86,Website
11046,2025-01-12,11,1003,6,2,350.0,0.0,700.0,360.0,340.0,48.57,Website
11047,2025-07-25,135,1017,2,5,45.0,0.1,202.5,75.0,127.5,62.96,Venda Direta / B2B
11048,2023-09-20,77,1016,3,3,280.0,0.05,798.0,450.0,348.0,43.61,Website
11049,2025-05-14,110,1017,5,10,45.0,0.15,382.5,150.0,232.5,60.78,Venda Direta / B2B
11050,2023-09-16,132,1002,2,3,2200.0,0.1,5940.0,4350.0,1590.0,26.77,E-commerce
11051,2023-10-15,91,1009,5,3,550.0,0.15,1402.5,960.0,442.5,31.55,Website
11052,2023-04-30,46,1015,3,14,32.0,0.0,448.0,252.0,196.0,43.75,Venda Direta / B2B
11053,2023-09-27,81,1010,8,13,420.0,0.1,4914.0,3120.0,1794.0,36.51,Website
11054,2025-01-08,88,1009,3,1,550.0,0.0,550.0,320.0,230.0,41.82,Website
11055,2025-03-18,28,1009,7,9,550.0,0.0,4950.0,2880.0,2070.0,41.82,Venda Direta / B2B
11056,2024-08-10,44,1001,8,2,4500.0,0.15,7650.0,6200.0,1450.0,18.95,E-commerce
11057,2025-03-07,93,1010,7,13,420.0,0.0,5460.0,3120.0,2340.0,42.86,Venda Direta / B2B
11058,2023-11-27,49,1001,2,1,4500.0,0.0,4500.0,3100.0,1400.0,31.11,Website
11059,2024-03-03,62,1005,7,3,850.0,0.0,2550.0,1560.0,990.0,38.82,Website
11060,2024-05-27,38,1015,8,7,32.0,0.0,224.0,126.0,98.0,43.75,Venda Direta / B2B
11061,2024-01-16,114,1005,8,8,850.0,0.1,6120.0,4160.0,1960.0,32.03,Venda Direta / B2B
11062,2024-12-15,76,1007,7,1,1200.0,0.0,1200.0,750.0,450.0,37.5,Venda Direta / B2B
11063,2023-10-27,107,1014,8,12,280.0,0.15,2856.0,1080.0,1776.0,62.18,Website
11064,2025-03-09,10,1010,8,7,420.0,0.15,2499.0,1680.0,819.0,32.77,Venda Direta / B2B
11065,2024-12-19,60,1016,1,9,280.0,0.1,2268.0,1350.0,918.0,40.48,Venda Direta / B2B
11066,2024-12-10,17,1018,5,15,95.0,0.1,1282.5,675.0,607.5,47.37,Website
11067,2025-06-18,127,1004,6,2,220.0,0.0,440.0,220.0,220.0,50.0,E-commerce
11068,2024-01-11,121,1007,6,2,1200.0,0.15,2040.0,1500.0,540.0,26.47,Website
11069,2024-03-13,120,1011,3,15,12000.0,0.1,162000.0,60000.0,102000.0,62.96,Venda Direta / B2B
11070,2025-08-28,121,1012,3,3,150.0,0.05,427.5,120.0,307.5,71.93,Website
11071,2025-02-15,124,1003,3,3,350.0,0.0,1050.0,540.0,510.0,48.57,Venda Direta / B2B
11072,2024-12-28,107,1004,8,5,220.0,0.0,1100.0,550.0,550.0,50.0,Venda Direta / B2B
11073,2024-11-28,92,1001,5,6,4500.0,0.0,27000.0,18600.0,8400.0,31.11,Website
11074,2024-01-26,9,1017,2,6,45.0,0.0,270.0,90.0,180.0,66.67,Venda Direta / B2B
11075,2025-01-04,144,1004,4,8,220.0,0.05,1672.0,880.0,792.0,47.37,Venda Direta / B2B
11076,2025-04-08,143,1002,5,15,2200.0,0.15,28050.0,21750.0,6300.0,22.46,Venda Direta / B2B
11077,2024-12-27,13,1004,8,2,220.0,0.0,440.0,220.0,220.0,50.0,Website
11078,2025-04-06,144,1004,1,9,220.0,0.0,1980.0,990.0,990.0,50.0,Venda Direta / B2B
11079,2025-01-11,93,1007,3,12,1200.0,0.1,12960.0,9000.0,3960.0,30.56,Venda Direta / B2B
11080,2025-03-26,26,1016,3,3,280.0,0.05,798.0,450.0,348.0,43.61,E-commerce
11081,2025-04-29,52,1004,8,2,220.0,0.0,440.0,220.0,220.0,50.0,Website
11082,2025-05-09,88,1016,5,3,280.0,0.0,840.0,450.0,390.0,46.43,Website
11083,2024-04-26,93,1014,4,3,280.0,0.1,756.0,270.0,486.0,64.29,Website
11084,2025-04-10,110,1005,7,15,850.0,0.1,11475.0,7800.0,3675.0,32.03,Venda Direta / B2B
11085,2025-08-18,93,1017,1,8,45.0,0.0,360.0,120.0,240.0,66.67,Venda Direta / B2B
11086,2025-03-02,18,1017,2,2,45.0,0.1,81.0,30.0,51.0,62.96,E-commerce
11087,2025-10-03,112,1006,1,2,650.0,0.0,1300.0,780.0,520.0,40.0,Website
11088,2025-06-29,134,1002,5,2,2200.0,0.15,3740.0,2900.0,840.0,22.46,E-commerce
11089,2025-06-06,89,1011,1,14,12000.0,0.15,142800.0,56000.0,86800.0,60.78,Venda Direta / B2B
11090,2024-12-31,104,1005,8,11,850.0,0.15,7947.5,5720.0,2227.5,28.03,Venda Direta / B2B
11091,2025-01-08,89,1015,7,13,32.0,0.05,395.2,234.0,161.2,40.79,Venda Direta / B2B
11092,2023-09-29,86,1018,7,3,95.0,0.15,242.25,135.0,107.25,44.27,Website
11093,2025-10-27,55,1010,2,9,420.0,0.05,3591.0,2160.0,1431.0,39.85,Website
11094,2024-11-05,6,1006,1,15,650.0,0.15,8287.5,5850.0,2437.5,29.41,Website
11095,2024-04-20,109,1010,2,3,420.0,0.05,1197.0,720.0,477.0,39.85,Website
11096,2024-04-21,91,1017,2,1,45.0,0.1,40.5,15.0,25.5,62.96,Website
11097,2024-05-25,117,1001,6,4,4500.0,0.15,15300.0,12400.0,2900.0,18.95,Website
11098,2024-12-03,60,1018,6,5,95.0,0.15,403.75,225.0,178.75,44.27,Venda Direta / B2B
11099,2025-02-05,134,1013,4,1,300.0,0.15,255.0,80.0,175.0,68.63,E-commerce
11100,2024-12-14,117,1012,2,3,150.0,0.1,405.0,120.0,285.0,70.37,Website
11101,2025-05-05,24,1003,1,2,350.0,0.1,630.0,360.0,270.0,42.86,Website
11102,2024-03-09,95,1003,7,10,350.0,0.15,2975.0,1800.0,1175.0,39.5,Website
11103,2025-04-05,150,1009,8,3,550.0,0.1,1485.0,960.0,525.0,35.35,E-commerce
11104,2025-02-14,107,1016,3,3,280.0,0.0,840.0,450.0,390.0,46.43,Website
11105,2024-10-12,34,1015,2,12,32.0,0.1,345.6,216.0,129.6,37.5,Venda Direta / B2B
11106,2024-10-04,144,1006,6,15,650.0,0.15,8287.5,5850.0,2437.5,29.41,Venda Direta / B2B
11107,2025-05-21,31,1004,6,3,220.0,0.0,660.0,330.0,330.0,50.0,E-commerce
11108,2024-11-06,96,1004,5,6,220.0,0.05,1254.0,660.0,594.0,47.37,Venda Direta / B2B
11109,2024-10-13,37,1005,7,1,850.0,0.05,807.5,520.0,287.5,35.6,Venda Direta / B2B
11110,2024-03-09,1,1016,2,3,280.0,0.0,840.0,450.0,390.0,46.43,E-commerce
11111,2025-06-03,124,1014,5,10,280.0,0.05,2660.0,900.0,1760.0,66.17,Venda Direta / B2B
11112,2025-04-06,34,1016,3,9,280.0,0.1,2268.0,1350.0,918.0,40.48,Website
11113,2025-03-26,39,1015,6,2,32.0,0.15,54.4,36.0,18.4,33.82,Website
11114,2024-08-21,102,1008,6,9,2800.0,0.1,22680.0,16200.0,6480.0,28.57,Venda Direta / B2B
11115,2025-03-12,43,1003,1,3,350.0,0.15,892.5,540.0,352.5,39.5,E-commerce
11116,2025-01-20,22,1018,4,10,95.0,0.15,807.5,450.0,357.5,44.27,Website
11117,2025-03-24,49,1017,8,3,45.0,0.0,135.0,45.0,90.0,66.67,Website
11118,2025-01-28,47,1018,1,2,95.0,0.0,190.0,90.0,100.0,52.63,Website
11119,2025-05-06,22,1015,6,7,32.0,0.0,224.0,126.0,98.0,43.75,Website
11120,2024-10-17,88,1001,7,1,4500.0,0.0,4500.0,3100.0,1400.0,31.11,E-commerce
11121,2025-05-26,98,1011,5,2,12000.0,0.0,24000.0,8000.0,16000.0,66.67,Venda Direta / B2B
11122,2024-11-18,37,1010,3,5,420.0,0.0,2100.0,1200.0,900.0,42.86,Venda Direta / B2B
11123,2024-06-01,44,1014,1,3,280.0,0.0,840.0,270.0,570.0,67.86,E-commerce
11124,2023-06-04,77,1002,7,2,2200.0,0.0,4400.0,2900.0,1500.0,34.09,Venda Direta / B2B
11125,2024-08-23,67,1011,7,14,12000.0,0.0,168000.0,56000.0,112000.0,66.67,Venda Direta / B2B
11126,2024-02-25,127,1008,7,1,2800.0,0.0,2800.0,1800.0,1000.0,35.71,E-commerce
11127,2024-06-11,105,1018,2,8,95.0,0.1,684.0,360.0,324.0,47.37,Venda Direta / B2B
11128,2025-01-13,69,1001,2,4,4500.0,0.0,18000.0,12400.0,5600.0,31.11,Website
11129,2024-05-30,115,1014,2,14,280.0,0.15,3332.0,1260.0,2072.0,62.18,Website
11130,2024-02-26,96,1005,3,13,850.0,0.15,9392.5,6760.0,2632.5,28.03,Venda Direta / B2B
11131,2025-08-19,116,1018,1,1,95.0,0.15,80.75,45.0,35.75,44.27,Venda Direta / B2B
11132,2024-05-17,1,1006,1,2,650.0,0.15,1105.0,780.0,325.0,29.41,E-commerce
11133,2024-04-13,90,1013,4,10,300.0,0.05,2850.0,800.0,2050.0,71.93,Website
11134,2023-07-19,145,1018,2,5,95.0,0.1,427.5,225.0,202.5,47.37,Venda Direta / B2B
11135,2025-02-19,143,1005,5,15,850.0,0.0,12750.0,7800.0,4950.0,38.82,Venda Direta / B2B
11136,2024-12-31,88,1011,5,3,12000.0,0.05,34200.0,12000.0,22200.0,64.91,E-commerce
11137,2024-04-08,88,1011,4,2,12000.0,0.0,24000.0,8000.0,16000.0,66.67,E-commerce
11138,2025-07-09,1,1005,8,1,850.0,0.0,850.0,520.0,330.0,38.82,Website
11139,2024-08-23,101,1016,2,13,280.0,0.0,3640.0,1950.0,1690.0,46.43,Website
11140,2024-11-16,32,1015,6,14,32.0,0.15,380.8,252.0,128.8,33.82,Venda Direta / B2B
11141,2024-07-13,3,1006,2,2,650.0,0.0,1300.0,780.0,520.0,40.0,E-commerce
11142,2024-09-15,6,1008,5,11,2800.0,0.05,29260.0,19800.0,9460.0,32.33,Website
11143,2024-02-13,57,1010,4,2,420.0,0.0,840.0,480.0,360.0,42.86,E-commerce
11144,2024-05-10,2,1007,4,14,1200.0,0.1,15120.0,10500.0,4620.0,30.56,Website
11145,2023-11-08,146,1009,8,3,550.0,0.0,1650.0,960.0,690.0,41.82,Website
11146,2025-01-29,17,1006,3,12,650.0,0.0,7800.0,4680.0,3120.0,40.0,Venda Direta / B2B
11147,2024-04-21,134,1008,5,1,2800.0,0.15,2380.0,1800.0,580.0,24.37,Website
11148,2025-01-02,117,1018,1,7,95.0,0.0,665.0,315.0,350.0,52.63,Website
11149,2025-05-22,111,1011,7,2,12000.0,0.15,20400.0,8000.0,12400.0,60.78,Website
11150,2024-09-30,133,1012,1,15,150.0,0.0,2250.0,600.0,1650.0,73.33,Website
11151,2023-07-22,137,1014,8,6,280.0,0.1,1512.0,540.0,972.0,64.29,Venda Direta / B2B
11152,2024-02-17,147,1003,1,12,350.0,0.1,3780.0,2160.0,1620.0,42.86,Venda Direta / B2B
11153,2025-08-26,51,1008,3,6,2800.0,0.0,16800.0,10800.0,6000.0,35.71,Venda Direta / B2B
11154,2025-01-09,8,1004,8,2,220.0,0.15,374.0,220.0,154.0,41.18,Website
11155,2025-04-16,65,1011,4,2,12000.0,0.0,24000.0,8000.0,16000.0,66.67,Venda Direta / B2B
11156,2025-08-27,86,1002,4,1,2200.0,0.0,2200.0,1450.0,750.0,34.09,E-commerce
11157,2025-01-08,22,1004,1,15,220.0,0.1,2970.0,1650.0,1320.0,44.44,Venda Direta / B2B
11158,2024-06-07,33,1003,1,2,350.0,0.05,665.0,360.0,305.0,45.86,Website
11159,2024-12-31,17,1014,2,11,280.0,0.15,2618.0,990.0,1628.0,62.18,Venda Direta / B2B
11160,2023-08-02,103,1013,2,10,300.0,0.0,3000.0,800.0,2200.0,73.33,Venda Direta / B2B
11161,2025-05-30,117,1001,7,8,4500.0,0.15,30600.0,24800.0,5800.0,18.95,Venda Direta / B2B
11162,2025-01-05,7,1011,8,9,12000.0,0.15,91800.0,36000.0,55800.0,60.78,Venda Direta / B2B
11163,2024-02-14,4,1004,2,10,220.0,0.15,1870.0,1100.0,770.0,41.18,Venda Direta / B2B
11164,2023-11-28,66,1017,6,7,45.0,0.15,267.75,105.0,162.75,60.78,Venda Direta / B2B
11165,2024-09-15,36,1008,1,1,2800.0,0.05,2660.0,1800.0,860.0,32.33,Venda Direta / B2B
11166,2024-12-15,92,1017,5,10,45.0,0.0,450.0,150.0,300.0,66.67,Website
11167,2023-12-25,88,1010,5,2,420.0,0.15,714.0,480.0,234.0,32.77,Website
11168,2024-12-16,15,1005,4,9,850.0,0.0,7650.0,4680.0,2970.0,38.82,Website
11169,2024-08-30,52,1007,4,1,1200.0,0.0,1200.0,750.0,450.0,37.5,E-commerce
11170,2025-02-02,85,1015,6,10,32.0,0.1,288.0,180.0,108.0,37.5,Venda Direta / B2B
11171,2024-06-19,117,1004,1,8,220.0,0.0,1760.0,880.0,880.0,50.0,Venda Direta / B2B
11172,2025-01-16,120,1008,4,4,2800.0,0.05,10640.0,7200.0,3440.0,32.33,Venda Direta / B2B
